image_count, train_elapsed, train_interval, content_loss, style_loss, total_loss, reporting_line, train_completion, total_images, train_eta, train_left, delta_time
2918, 133.009370803833, 1.0089976787567139, 548842, 1034917, 1583759, 123, 0.05838568970346952, 49978, 2278.1159472357663, 2145.1065764319333, 0.00042043262078284016
2942, 134.09337067604065, 1.0839998722076416, 549467, 1029327, 1578794, 124, 0.05886590099643843, 49978, 2277.946458071774, 2143.8530873957334, 0.0005843481391423211
2964, 135.0953712463379, 1.0020005702972412, 549749, 1024139, 1573889, 125, 0.059306094681659934, 49978, 2277.9340297400386, 2142.8386584937007, 0.00047318023235676243
2988, 136.18037056922913, 1.0849993228912354, 550588, 1018626, 1569214, 126, 0.059786305974628834, 49978, 2277.7853280819722, 2141.604957512743, 0.0005757320907328056
3012, 137.26437139511108, 1.084000825881958, 551252, 1013171, 1564424, 127, 0.06026651726759774, 49978, 2277.6224281490245, 2140.3580567539134, 0.0005822272471193157
3036, 138.34537076950073, 1.0809993743896484, 551335, 1007691, 1559026, 128, 0.06074672856056665, 49978, 2277.4126944394293, 2139.0673236699286, 0.0006030454016382469
3060, 139.4253706932068, 1.0799999237060547, 551699, 1002263, 1553962, 129, 0.061226939853535556, 49978, 2277.1899269624473, 2137.7645562692405, 0.0006090352492753581
3084, 140.50737071037292, 1.0820000171661377, 552307, 996976, 1549283, 130, 0.06170715114650446, 49978, 2277.0030393524703, 2136.4956686420974, 0.0005935581743190532
3108, 141.58537077903748, 1.0780000686645508, 553418, 991645, 1545063, 131, 0.06218736243947337, 49978, 2276.754717115423, 2135.1693463363854, 0.0006207933510836705
3132, 142.66437077522278, 1.0789999961853027, 553406, 986386, 1539792, 132, 0.06266757373244228, 49978, 2276.526156642428, 2133.861785867205, 0.0006123919263939515
3156, 143.74637079238892, 1.0820000171661377, 553705, 981237, 1534942, 133, 0.06314778502541118, 49978, 2276.3485803111575, 2132.6022095187686, 0.0005902801937682778
3180, 144.82537078857422, 1.0789999961853027, 554211, 976124, 1530335, 134, 0.06362799631838009, 49978, 2276.126534990994, 2131.30116420242, 0.0006100740731401766
3204, 145.90937089920044, 1.0840001106262207, 554691, 971161, 1525852, 135, 0.064108207611349, 49978, 2275.9858111111857, 2130.0764402119853, 0.0005746367575850675
3228, 146.98837065696716, 1.0789997577667236, 555179, 966212, 1521390, 136, 0.06458841890431789, 49978, 2275.7697610575915, 2128.7813904006243, 0.0006079827873369803
3252, 148.0743703842163, 1.0859997272491455, 555419, 961337, 1516755, 137, 0.0650686301972868, 49978, 2275.6644781864584, 2127.590107802242, 0.0005596077660928733
3276, 149.1583707332611, 1.0840003490447998, 555991, 956576, 1512567, 138, 0.06554884149025571, 49978, 2275.5302358079743, 2126.3718650747132, 0.0005725927767107342
3300, 150.24037075042725, 1.0820000171661377, 556658, 951890, 1508549, 139, 0.06602905278322461, 49978, 2275.367651322683, 2125.1272805722556, 0.0005853089588419014
3324, 151.32137084007263, 1.0810000896453857, 556845, 947178, 1504024, 140, 0.06650926407619352, 49978, 2275.192380218156, 2123.8710093780833, 0.0005911510362964778
3348, 152.4013707637787, 1.0799999237060547, 557182, 942573, 1499755, 141, 0.06698947536916243, 49978, 2275.0046917658697, 2122.603321002091, 0.000596876350020703
3372, 153.4803705215454, 1.0789997577667236, 558016, 938046, 1496062, 142, 0.06746968666213134, 49978, 2274.804851104922, 2121.3244805833765, 0.0006024867699305769
3396, 154.55937123298645, 1.07900071144104, 558372, 933735, 1492107, 143, 0.06794989795510024, 49978, 2274.607849081919, 2120.0484778489326, 0.0006015122844822418
3420, 155.64137053489685, 1.0819993019104004, 559105, 929419, 1488524, 144, 0.06843010924806915, 49978, 2274.457431752361, 2118.8160612174643, 0.0005813153068644494
3444, 156.7283706665039, 1.0870001316070557, 558904, 925110, 1484013, 145, 0.06891032054103806, 49978, 2274.3816809438244, 2117.6533102773205, 0.0005487738937921538
3468, 157.81037044525146, 1.0819997787475586, 558996, 920857, 1479853, 146, 0.06939053183400697, 49978, 2274.234917564238, 2116.4245471189865, 0.0005802475562787235
3490, 158.81037068367004, 1.000000238418579, 559418, 917019, 1476437, 147, 0.06983072551922846, 49978, 2274.219113475204, 2115.4087427915338, 0.00047996245783277214
3514, 159.8933708667755, 1.0830001831054688, 559585, 912790, 1472375, 148, 0.07031093681219737, 49978, 2274.089609897469, 2114.1962390306935, 0.000573177058557639
3538, 160.97337079048157, 1.0799999237060547, 560501, 908707, 1469208, 149, 0.07079114810516628, 49978, 2273.9194814490356, 2112.946110658554, 0.000591301956299306
3562, 162.05637216567993, 1.0830013751983643, 560795, 904723, 1465518, 150, 0.07127135939813518, 49978, 2273.793758589655, 2111.7373864239753, 0.0005720563475242191
3586, 163.14637184143066, 1.0899996757507324, 561419, 900686, 1462105, 151, 0.07175157069110409, 49978, 2273.76725373425, 2110.6208818928194, 0.0005287137209075699
3610, 164.22737073898315, 1.0809988975524902, 561779, 896699, 1458478, 152, 0.072231781984073, 49978, 2273.616491632382, 2109.3891208933987, 0.0005836012568567472
3634, 165.30637097358704, 1.0790002346038818, 561814, 892722, 1454536, 153, 0.07271199327704189, 49978, 2273.440233494203, 2108.133862520616, 0.0005950814671175086
3658, 166.38637328147888, 1.0800023078918457, 562395, 888822, 1451218, 154, 0.0731922045700108, 49978, 2273.279979185826, 2106.893605904347, 0.0005883196690298353
3682, 167.46837067604065, 1.0819973945617676, 562966, 884919, 1447885, 155, 0.0736724158629797, 49978, 2273.1488945266597, 2105.680523850619, 0.0005757680645708252
3706, 168.54937267303467, 1.0810019969940186, 563216, 881037, 1444253, 156, 0.07415262715594861, 49978, 2273.006084040185, 2104.4567113671505, 0.0005811957082788588
3730, 169.63737106323242, 1.087998390197754, 563319, 877303, 1440621, 157, 0.07463283844891752, 49978, 2272.958855495504, 2103.3214844322715, 0.000539439432869826
3754, 170.7193706035614, 1.0819995403289795, 563573, 873663, 1437236, 158, 0.07511304974188643, 49978, 2272.832366548959, 2102.1129959453974, 0.0005745619468153773
3778, 171.8053708076477, 1.0860002040863037, 563779, 870091, 1433870, 159, 0.07559326103485534, 49978, 2272.7604082119155, 2100.955037404268, 0.0005508545655552588
3802, 172.88737058639526, 1.0819997787475586, 564035, 866457, 1430492, 160, 0.07607347232782424, 49978, 2272.6367720060134, 2099.749401419618, 0.000573851397666858
3826, 173.96637058258057, 1.0789999961853027, 564909, 862844, 1427753, 161, 0.07655368362079315, 49978, 2272.475501562, 2098.5091309794193, 0.0005906754583953067
3850, 175.0463707447052, 1.0800001621246338, 565441, 859238, 1424679, 162, 0.07703389491376206, 49978, 2272.3292252152924, 2097.282854470587, 0.0005843560510312429
3874, 176.1263711452484, 1.080000400543213, 565491, 855687, 1421178, 163, 0.07751410620673096, 49978, 2272.1847643513747, 2096.0583932061263, 0.0005838322007214458
3898, 177.2043707370758, 1.0779995918273926, 565473, 852248, 1417721, 164, 0.07799431749969987, 49978, 2272.016429116874, 2094.812058379798, 0.0005946088288226736
3922, 178.2833709716797, 1.0790002346038818, 566080, 848770, 1414850, 165, 0.07847452879266878, 49978, 2271.8629052581864, 2093.5795342865067, 0.0005883697720571179
3946, 179.3703715801239, 1.0870006084442139, 566048, 845397, 1411445, 166, 0.07895474008563769, 49978, 2271.812577504164, 2092.44220592404, 0.0005432458351071201
